LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2021-11-13 14:56:25,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:25,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:25,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:25,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:25,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:25,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:26,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:27,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:27,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:27,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:27,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:27,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:27,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:27,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:27,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:27,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:28,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:29,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:30,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:31,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:31,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:31,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:31,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:31,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:31,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:31,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:31,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:31,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:32,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:33,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:34,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:35,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:36,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:36,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:36,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:36,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:36,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:36,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:36,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:36,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:36,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:37,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:38,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:38,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:38,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:38,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:38,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:38,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:38,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:38,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:38,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:39,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:40,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:40,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-11-13 14:56:40,1900-01-00 00:00:00,AndroidAPq,90:B6:86:54:98:39,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
